title_id,title,language,category,registration_year
T00489,Daily Kesari Journal,Kannada,Magazine,2011
T00490,Daily Kesari Live,Hindi,Digest,2011
T00491,Daily Kesari Monthly,Malayalam,Digest,2011
T00492,Daily Kesari Report,English,Journal,2008
T00493,Daily Kesari Today,Gujarati,Newspaper,2014
T00494,Daily Kesari Update,Hindi,Digest,2006
T00495,Daily Kesari Weekly,Urdu,Digest,2019
T00496,Daily News,English,Newspaper,2010
T00497,Daily News Bulletin,Gujarati,Magazine,2018
T00498,Daily News Daily,Gujarati,Newspaper,2024
T00499,Daily News Journal,Malayalam,Magazine,2018
T00500,Daily News Live,Gujarati,Magazine,2010
T00501,Daily News Monthly,Marathi,Bulletin,2000
T00502,Daily News Report,Bengali,Magazine,2004
T00503,Daily News Today,Malayalam,Periodical,2005
T00504,Daily News Update,Hindi,Digest,2000
T00505,Daily News Weekly,Marathi,Newspaper,2011
T00506,Daily Patrika,Gujarati,Bulletin,2010
T00507,Daily Patrika Bulletin,English,Magazine,2008
T00508,Daily Patrika Daily,English,Magazine,2023
T00509,Daily Patrika Journal,Telugu,Bulletin,2003
T00510,Daily Patrika Live,Hindi,Journal,2014
T00511,Daily Patrika Monthly,Tamil,Bulletin,2018
T00512,Daily Patrika Report,Hindi,Journal,2016
T00513,Daily Patrika Today,Gujarati,Bulletin,2001
T00514,Daily Patrika Update,Urdu,Bulletin,2009
T00515,Daily Patrika Weekly,Kannada,Digest,2000
T00516,Daily Post,English,Journal,2012
T00517,Daily Post Bulletin,Telugu,Digest,2003
T00518,Daily Post Daily,Kannada,Digest,2014
T00519,Daily Post Journal,Hindi,Newspaper,2010
T00520,Daily Post Live,Punjabi,Magazine,2002
T00521,Daily Post Monthly,Marathi,Periodical,2019
T00522,Daily Post Report,Urdu,Bulletin,2017
T00523,Daily Post Today,Tamil,Journal,2019
T00524,Daily Post Update,Malayalam,Periodical,2014
T00525,Daily Post Weekly,Malayalam,Bulletin,2013
T00526,Daily Prabhat,Hindi,Digest,2003
T00527,Daily Prabhat Bulletin,Urdu,Digest,2024
T00528,Daily Prabhat Daily,Malayalam,Digest,2006
T00529,Daily Prabhat Journal,Telugu,Journal,2007
T00530,Daily Prabhat Live,Telugu,Periodical,2014
T00531,Daily Prabhat Monthly,Telugu,Journal,2023
T00532,Daily Prabhat Report,Hindi,Periodical,2013
T00533,Daily Prabhat Today,Tamil,Digest,2008
T00534,Daily Prabhat Update,Tamil,Magazine,2021
T00535,Daily Prabhat Weekly,Kannada,Newspaper,2002
T00536,Daily Prakash,Hindi,Newspaper,2013
T00537,Daily Prakash Bulletin,Hindi,Digest,2023
T00538,Daily Prakash Daily,Tamil,Magazine,2017
T00539,Daily Prakash Journal,English,Bulletin,2017
T00540,Daily Prakash Live,Malayalam,Periodical,2021
T00541,Daily Prakash Monthly,Hindi,Journal,2011
T00542,Daily Prakash Report,Urdu,Journal,2023
T00543,Daily Prakash Today,English,Periodical,2019
T00544,Daily Prakash Update,Bengali,Periodical,2003
T00545,Daily Prakash Weekly,Punjabi,Bulletin,2006
T00546,Daily Pratidin Sandhya,Marathi,Digest,2015
T00547,Daily Pratidin Sandhya Bulletin,Gujarati,Newspaper,2011
T00548,Daily Pratidin Sandhya Daily,Malayalam,Periodical,2003
T00549,Daily Pratidin Sandhya Journal,Bengali,Bulletin,2007
T00550,Daily Pratidin Sandhya Live,Telugu,Bulletin,2024
T00551,Daily Pratidin Sandhya Monthly,Punjabi,Bulletin,2021
T00552,Daily Pratidin Sandhya Report,Urdu,Bulletin,2000
T00553,Daily Pratidin Sandhya Today,Punjabi,Digest,2022
T00554,Daily Pratidin Sandhya Update,Bengali,Newspaper,2005
T00555,Daily Pratidin Sandhya Weekly,Bengali,Digest,2024
T00556,Daily Samachar,Bengali,Periodical,2011
T00557,Daily Samachar Bulletin,English,Magazine,2004
T00558,Daily Samachar Daily,Punjabi,Digest,2012
T00559,Daily Samachar Journal,Hindi,Magazine,2023
T00560,Daily Samachar Live,Urdu,Newspaper,2002
T00561,Daily Samachar Monthly,Malayalam,Magazine,2012
T00562,Daily Samachar Report,Telugu,Journal,2010
T00563,Daily Samachar Today,Marathi,Periodical,2009
T00564,Daily Samachar Update,Tamil,Bulletin,2019
T00565,Daily Samachar Weekly,Hindi,Newspaper,2004
T00566,Daily Sandesh,Marathi,Bulletin,2001
T00567,Daily Sandesh Bulletin,Urdu,Newspaper,2008
T00568,Daily Sandesh Daily,Kannada,Digest,2013
T00569,Daily Sandesh Journal,Kannada,Bulletin,2014
T00570,Daily Sandesh Live,Telugu,Periodical,2006
T00571,Daily Sandesh Monthly,Malayalam,Newspaper,2011
T00572,Daily Sandesh Report,Telugu,Newspaper,2009
T00573,Daily Sandesh Today,Urdu,Digest,2018
T00574,Daily Sandesh Update,Kannada,Bulletin,2021
T00575,Daily Sandesh Weekly,Bengali,Newspaper,2007
T00576,Daily Sandhya,Telugu,Bulletin,2001
T00577,Daily Sandhya Bulletin,English,Magazine,2009
T00578,Daily Sandhya Daily,Gujarati,Magazine,2024
T00579,Daily Sandhya Journal,Bengali,Periodical,2010
T00580,Daily Sandhya Live,Hindi,Newspaper,2015
T00581,Daily Sandhya Monthly,Telugu,Magazine,2004
T00582,Daily Sandhya Report,Telugu,Bulletin,2022
T00583,Daily Sandhya Today,Gujarati,Bulletin,2017
T00584,Daily Sandhya Update,Urdu,Periodical,2002
T00585,Daily Sandhya Weekly,Telugu,Digest,2001
T00586,Daily The Hindu,Telugu,Newspaper,2014
T00587,Daily The Hindu Bulletin,Hindi,Periodical,2018
T00588,Daily The Hindu Daily,Telugu,Bulletin,2012
T00589,Daily The Hindu Journal,Urdu,Journal,2009
T00590,Daily The Hindu Live,Hindi,Journal,2000
T00591,Daily The Hindu Monthly,Tamil,Magazine,2019
T00592,Daily The Hindu Report,Kannada,Digest,2011
T00593,Daily The Hindu Today,Hindi,Journal,2003
T00594,Daily The Hindu Update,Gujarati,Journal,2018
T00595,Daily The Hindu Weekly,Telugu,Bulletin,2002
T00596,Daily Times,Telugu,Periodical,2023
T00597,Daily Times Bulletin,Tamil,Magazine,2010
T00598,Daily Times Daily,Marathi,Newspaper,2016
T00599,Daily Times Journal,Urdu,Newspaper,2016
T00600,Daily Times Live,Malayalam,Magazine,2024
T00601,Daily Times Monthly,Tamil,Periodical,2023
T00602,Daily Times Report,Urdu,Magazine,2007
T00603,Daily Times Today,Hindi,Magazine,2008
T00604,Daily Times Update,Gujarati,Magazine,2019
T00605,Daily Times Weekly,Marathi,Digest,2002
T00606,Daily Tribune,Marathi,Digest,2015
T00607,Daily Tribune Bulletin,Kannada,Bulletin,2024
T00608,Daily Tribune Daily,Punjabi,Journal,2021
T00609,Daily Tribune Journal,Punjabi,Digest,2020
T00610,Daily Tribune Live,Punjabi,Periodical,2020
T00611,Daily Tribune Monthly,Tamil,Magazine,2014
T00612,Daily Tribune Report,Hindi,Journal,2014
T00613,Daily Tribune Today,Urdu,Periodical,2008
T00614,Daily Tribune Update,Punjabi,Newspaper,2011
T00615,Daily Tribune Weekly,Malayalam,Newspaper,2009
T00616,Daily Vartha,Kannada,Journal,2001
T00617,Daily Vartha Bulletin,English,Periodical,2009
T00618,Daily Vartha Daily,Hindi,Digest,2002
T00619,Daily Vartha Journal,Punjabi,Bulletin,2016
T00620,Daily Vartha Live,Telugu,Journal,2018
T00621,Daily Vartha Monthly,Malayalam,Digest,2001
T00622,Daily Vartha Report,Kannada,Bulletin,2020
T00623,Daily Vartha Today,Gujarati,Periodical,2019
T00624,Daily Vartha Update,Kannada,Bulletin,2004
T00625,Daily Vartha Weekly,English,Journal,2003
T00626,Daily Vichar,Tamil,Digest,2002
T00627,Daily Vichar Bulletin,Malayalam,Digest,2005
T00628,Daily Vichar Daily,English,Magazine,2022
T00629,Daily Vichar Journal,Kannada,Journal,2016
T00630,Daily Vichar Live,Malayalam,Bulletin,2005
T00631,Daily Vichar Monthly,Tamil,Periodical,2009
T00632,Daily Vichar Report,Telugu,Journal,2024
T00633,Daily Vichar Today,Tamil,Digest,2019
T00634,Daily Vichar Update,English,Digest,2020
T00635,Daily Vichar Weekly,Tamil,Newspaper,2010
T00636,Dainik Namaskar,Hindi,Bulletin,2021
T00637,Dainik Namaskar Bulletin,Telugu,Periodical,2008
T00638,Dainik Namaskar Daily,Urdu,Bulletin,2004
T00639,Dainik Namaskar Journal,Tamil,Newspaper,2018
T00640,Dainik Namaskar Live,Urdu,Magazine,2011
T00641,Dainik Namaskar Monthly,Bengali,Digest,2022
T00642,Dainik Namaskar Report,Urdu,Journal,2004
T00643,Dainik Namaskar Today,Punjabi,Digest,2002
T00644,Dainik Namaskar Update,Bengali,Bulletin,2012
T00645,Dainik Namaskar Weekly,Urdu,Periodical,2004
T00646,Darpan,Urdu,Digest,2023
T00647,Darpan Bulletin,Urdu,Bulletin,2002
T00648,Darpan Daily,Urdu,Digest,2013
T00649,Darpan Journal,Malayalam,Periodical,2000
T00650,Darpan Live,Tamil,Periodical,2005
T00651,Darpan Monthly,Gujarati,Periodical,2024
T00652,Darpan Report,Kannada,Magazine,2007
T00653,Darpan Today,Marathi,Magazine,2002
T00654,Darpan Update,Bengali,Newspaper,2016
T00655,Darpan Weekly,Malayalam,Digest,2016
T00656,Delhi Awaaz,English,Digest,2010
T00657,Delhi Bhaskar,Punjabi,Magazine,2019
T00658,Delhi Dainik Namaskar,Telugu,Magazine,2005
T00659,Delhi Darpan,Marathi,Digest,2024
T00660,Delhi Darpan Daily,Punjabi,Magazine,2023
T00661,Delhi Darpan Monthly,Kannada,Newspaper,2013
T00662,Delhi Darpan Today,Tamil,Digest,2023
T00663,Delhi Darpan Weekly,Gujarati,Journal,2019
T00664,Delhi Express,Bengali,Digest,2014
T00665,Delhi Express Daily,Gujarati,Bulletin,2007
T00666,Delhi Express Monthly,Bengali,Journal,2006
T00667,Delhi Express Today,Tamil,Digest,2018
T00668,Delhi Express Weekly,Kannada,Journal,2024
T00669,Delhi Herald,Bengali,Journal,2016
T00670,Delhi Herald Daily,Malayalam,Journal,2005
T00671,Delhi Herald Monthly,Gujarati,Bulletin,2004
T00672,Delhi Herald Today,Bengali,Newspaper,2020
T00673,Delhi Herald Weekly,Kannada,Periodical,2017
T00674,Delhi Indian Express,Hindi,Digest,2016
T00675,Delhi Jagran,Hindi,Periodical,2002
T00676,Delhi Kesari,Marathi,Periodical,2014
T00677,Delhi News,Malayalam,Magazine,2013
T00678,Delhi News Daily,Hindi,Magazine,2014
T00679,Delhi News Monthly,Tamil,Newspaper,2013
T00680,Delhi News Today,English,Journal,2016
T00681,Delhi News Weekly,Tamil,Magazine,2012
T00682,Delhi Patrika,Hindi,Periodical,2007
T00683,Delhi Post,English,Periodical,2003
T00684,Delhi Post Daily,Urdu,Periodical,2004
T00685,Delhi Post Monthly,Marathi,Newspaper,2009
T00686,Delhi Post Today,Kannada,Digest,2004
T00687,Delhi Post Weekly,Kannada,Journal,2019
T00688,Delhi Prabhat,English,Newspaper,2000
T00689,Delhi Prakash,Bengali,Magazine,2004
T00690,Delhi Pratidin Sandhya,Malayalam,Digest,2019
T00691,Delhi Samachar,Malayalam,Journal,2003
T00692,Delhi Samachar Daily,Bengali,Magazine,2009
T00693,Delhi Samachar Monthly,Hindi,Newspaper,2007
T00694,Delhi Samachar Today,Telugu,Digest,2019
T00695,Delhi Samachar Weekly,Kannada,Newspaper,2003
T00696,Delhi Sandesh,Kannada,Bulletin,2017
T00697,Delhi Sandesh Daily,English,Digest,2016
T00698,Delhi Sandesh Monthly,Punjabi,Magazine,2022
T00699,Delhi Sandesh Today,Marathi,Periodical,2013
T00700,Delhi Sandesh Weekly,English,Bulletin,2011
T00701,Delhi Sandhya,Gujarati,Bulletin,2013
T00702,Delhi The Hindu,Marathi,Digest,2021
T00703,Delhi Times,Hindi,Bulletin,2011
T00704,Delhi Times Daily,Hindi,Bulletin,2017
T00705,Delhi Times Monthly,Malayalam,Bulletin,2017
T00706,Delhi Times Today,English,Journal,2015
T00707,Delhi Times Weekly,English,Digest,2012
T00708,Delhi Tribune,Tamil,Periodical,2023
T00709,Delhi Tribune Daily,English,Periodical,2002
T00710,Delhi Tribune Monthly,Tamil,Magazine,2023
T00711,Delhi Tribune Today,Urdu,Digest,2003
T00712,Delhi Tribune Weekly,Punjabi,Digest,2024
T00713,Delhi Vartha,Tamil,Magazine,2001
T00714,Delhi Vichar,Tamil,Bulletin,2010
T00715,Delhi Vichar Daily,Urdu,Magazine,2024
T00716,Delhi Vichar Monthly,Urdu,Journal,2022
T00717,Delhi Vichar Today,Kannada,Digest,2005
T00718,Delhi Vichar Weekly,Marathi,Newspaper,2022
T00719,Express,Kannada,Newspaper,2009
T00720,Express Bulletin,Gujarati,Newspaper,2006
T00721,Express Daily,English,Periodical,2009
T00722,Express Journal,Malayalam,Journal,2017
T00723,Express Live,Kannada,Periodical,2001
T00724,Express Monthly,Urdu,Magazine,2009
T00725,Express Report,Tamil,Newspaper,2020
T00726,Express Today,Tamil,Periodical,2003
T00727,Express Update,Tamil,Journal,2012
T00728,Express Weekly,Kannada,Journal,2010
T00729,Guwahati Awaaz,Marathi,Journal,2022
T00730,Guwahati Bhaskar,Kannada,Periodical,2016
T00731,Guwahati Dainik Namaskar,Bengali,Newspaper,2023
T00732,Guwahati Darpan,Telugu,Newspaper,2013
T00733,Guwahati Express,Punjabi,Magazine,2017
T00734,Guwahati Herald,Bengali,Periodical,2003
T00735,Guwahati Indian Express,Hindi,Periodical,2021
T00736,Guwahati Jagran,Bengali,Periodical,2014
T00737,Guwahati Kesari,Punjabi,Digest,2013
T00738,Guwahati News,Marathi,Digest,2014
T00739,Guwahati Patrika,Tamil,Journal,2001
T00740,Guwahati Post,Tamil,Bulletin,2013
T00741,Guwahati Prabhat,Bengali,Digest,2001
T00742,Guwahati Prakash,Hindi,Digest,2020
T00743,Guwahati Pratidin Sandhya,Telugu,Periodical,2016
T00744,Guwahati Samachar,Urdu,Magazine,2000
T00745,Guwahati Sandesh,Marathi,Bulletin,2021
T00746,Guwahati Sandhya,Kannada,Newspaper,2004
T00747,Guwahati The Hindu,Hindi,Magazine,2024
T00748,Guwahati Times,Urdu,Periodical,2011
T00749,Guwahati Tribune,Telugu,Bulletin,2001
T00750,Guwahati Vartha,Punjabi,Magazine,2021
T00751,Guwahati Vichar,Kannada,Periodical,2011
T00752,Herald,Kannada,Newspaper,2018
T00753,Herald Bulletin,Marathi,Bulletin,2011
T00754,Herald Daily,Telugu,Periodical,2020
T00755,Herald Journal,Bengali,Magazine,2003
T00756,Herald Live,English,Digest,2005
T00757,Herald Monthly,Kannada,Bulletin,2012
T00758,Herald Report,Malayalam,Newspaper,2008
T00759,Herald Today,Bengali,Digest,2014
T00760,Herald Update,Gujarati,Bulletin,2009
T00761,Herald Weekly,Kannada,Magazine,2003
T00762,Hindustan,Marathi,Newspaper,2014
T00763,Hyderabad Awaaz,Marathi,Digest,2014
T00764,Hyderabad Bhaskar,Hindi,Digest,2010
T00765,Hyderabad Dainik Namaskar,Urdu,Periodical,2022
T00766,Hyderabad Darpan,Hindi,Bulletin,2017
T00767,Hyderabad Express,Bengali,Periodical,2005
T00768,Hyderabad Herald,Urdu,Magazine,2011
T00769,Hyderabad Indian Express,Malayalam,Magazine,2003
T00770,Hyderabad Jagran,Gujarati,Magazine,2007
T00771,Hyderabad Kesari,Kannada,Newspaper,2011
T00772,Hyderabad News,Malayalam,Bulletin,2011
T00773,Hyderabad Patrika,Kannada,Bulletin,2004
T00774,Hyderabad Post,Punjabi,Newspaper,2002
T00775,Hyderabad Prabhat,Bengali,Journal,2022
T00776,Hyderabad Prakash,Kannada,Bulletin,2013
T00777,Hyderabad Pratidin Sandhya,Telugu,Bulletin,2002
T00778,Hyderabad Samachar,Marathi,Periodical,2020
T00779,Hyderabad Sandesh,Hindi,Journal,2014
T00780,Hyderabad Sandhya,Urdu,Bulletin,2011
T00781,Hyderabad The Hindu,Marathi,Bulletin,2020
T00782,Hyderabad Times,Punjabi,Magazine,2024
T00783,Hyderabad Tribune,Marathi,Journal,2016
T00784,Hyderabad Vartha,English,Newspaper,2016
T00785,Hyderabad Vichar,Marathi,Periodical,2005
T00786,India Awaaz,Marathi,Periodical,2022
T00787,India Awaaz Bulletin,Gujarati,Periodical,2016
T00788,India Awaaz Daily,Bengali,Newspaper,2008
T00789,India Awaaz Journal,Gujarati,Digest,2017
T00790,India Awaaz Live,Bengali,Magazine,2020
T00791,India Awaaz Monthly,Bengali,Bulletin,2017
T00792,India Awaaz Report,Hindi,Bulletin,2020
T00793,India Awaaz Today,Marathi,Bulletin,2018
T00794,India Awaaz Update,Marathi,Magazine,2021
T00795,India Awaaz Weekly,Punjabi,Digest,2019
T00796,India Bhaskar,Tamil,Bulletin,2001
T00797,India Bhaskar Bulletin,English,Newspaper,2001
T00798,India Bhaskar Daily,Urdu,Bulletin,2008
T00799,India Bhaskar Journal,Urdu,Magazine,2024
T00800,India Bhaskar Live,Punjabi,Journal,2019
T00801,India Bhaskar Monthly,Urdu,Newspaper,2015
T00802,India Bhaskar Report,Urdu,Bulletin,2009
T00803,India Bhaskar Today,Urdu,Periodical,2015
T00804,India Bhaskar Update,Gujarati,Digest,2012
T00805,India Bhaskar Weekly,Bengali,Journal,2002
T00806,India Dainik Namaskar,English,Magazine,2014
T00807,India Dainik Namaskar Bulletin,Telugu,Journal,2014
T00808,India Dainik Namaskar Daily,Gujarati,Periodical,2019
T00809,India Dainik Namaskar Journal,Marathi,Periodical,2022
T00810,India Dainik Namaskar Live,Tamil,Digest,2011
T00811,India Dainik Namaskar Monthly,Telugu,Magazine,2024
T00812,India Dainik Namaskar Report,Tamil,Bulletin,2017
T00813,India Dainik Namaskar Today,Hindi,Periodical,2007
T00814,India Dainik Namaskar Update,Kannada,Newspaper,2008
T00815,India Dainik Namaskar Weekly,Kannada,Magazine,2004
T00816,India Darpan,Hindi,Newspaper,2009
T00817,India Darpan Bulletin,Telugu,Bulletin,2013
T00818,India Darpan Daily,Gujarati,Magazine,2010
T00819,India Darpan Journal,Punjabi,Digest,2010
T00820,India Darpan Live,Gujarati,Magazine,2015
T00821,India Darpan Monthly,Malayalam,Journal,2015
T00822,India Darpan Report,Bengali,Journal,2000
T00823,India Darpan Today,Hindi,Journal,2016
T00824,India Darpan Update,Kannada,Magazine,2006
T00825,India Darpan Weekly,Punjabi,Periodical,2001
T00826,India Express,English,Periodical,2015
T00827,India Express Bulletin,Punjabi,Digest,2021
T00828,India Express Daily,Kannada,Periodical,2017
T00829,India Express Journal,English,Newspaper,2013
T00830,India Express Live,Marathi,Periodical,2023
T00831,India Express Monthly,Tamil,Journal,2011
T00832,India Express Report,English,Journal,2001
T00833,India Express Today,Punjabi,Bulletin,2006
T00834,India Express Update,Tamil,Bulletin,2009
T00835,India Express Weekly,Hindi,Journal,2016
T00836,India Herald,Kannada,Bulletin,2008
T00837,India Herald Bulletin,Punjabi,Digest,2019
T00838,India Herald Daily,Hindi,Magazine,2003
T00839,India Herald Journal,Telugu,Periodical,2010
T00840,India Herald Live,Malayalam,Periodical,2024
T00841,India Herald Monthly,Marathi,Magazine,2019
T00842,India Herald Report,Malayalam,Journal,2016
T00843,India Herald Today,English,Newspaper,2001
T00844,India Herald Update,Marathi,Digest,2010
T00845,India Herald Weekly,Kannada,Bulletin,2014
T00846,India Indian Express,Marathi,Bulletin,2016
T00847,India Indian Express Bulletin,Marathi,Periodical,2019
T00848,India Indian Express Daily,Tamil,Magazine,2012
T00849,India Indian Express Journal,Punjabi,Digest,2009
T00850,India Indian Express Live,Punjabi,Periodical,2016
T00851,India Indian Express Monthly,Malayalam,Bulletin,2015
T00852,India Indian Express Report,Punjabi,Periodical,2015
T00853,India Indian Express Today,English,Periodical,2010
T00854,India Indian Express Update,Urdu,Newspaper,2013
T00855,India Indian Express Weekly,Punjabi,Periodical,2023
T00856,India Jagran,Urdu,Newspaper,2019
T00857,India Jagran Bulletin,Kannada,Periodical,2020
T00858,India Jagran Daily,Punjabi,Bulletin,2007
T00859,India Jagran Journal,English,Bulletin,2015
T00860,India Jagran Live,Marathi,Bulletin,2020
T00861,India Jagran Monthly,Punjabi,Journal,2004
T00862,India Jagran Report,Urdu,Magazine,2001
T00863,India Jagran Today,Punjabi,Digest,2003
T00864,India Jagran Update,Gujarati,Newspaper,2014
T00865,India Jagran Weekly,Tamil,Journal,2004
T00866,India Kesari,Telugu,Digest,2006
T00867,India Kesari Bulletin,Telugu,Bulletin,2024
T00868,India Kesari Daily,Punjabi,Journal,2023
T00869,India Kesari Journal,English,Digest,2004
T00870,India Kesari Live,Malayalam,Magazine,2017
T00871,India Kesari Monthly,Tamil,Digest,2015
T00872,India Kesari Report,Malayalam,Journal,2010
T00873,India Kesari Today,Marathi,Journal,2017
T00874,India Kesari Update,Tamil,Bulletin,2011
T00875,India Kesari Weekly,Urdu,Digest,2021
T00876,India News,Urdu,Digest,2008
T00877,India News Bulletin,Punjabi,Journal,2006
T00878,India News Daily,Gujarati,Periodical,2017
T00879,India News Journal,Bengali,Magazine,2009
T00880,India News Live,Bengali,Digest,2006
T00881,India News Monthly,Kannada,Periodical,2015
T00882,India News Report,Tamil,Bulletin,2023
T00883,India News Today,Bengali,Periodical,2003
T00884,India News Update,Punjabi,Digest,2017
T00885,India News Weekly,Telugu,Journal,2011
T00886,India Patrika,Marathi,Periodical,2001
T00887,India Patrika Bulletin,Bengali,Digest,2002
T00888,India Patrika Daily,Tamil,Journal,2020
T00889,India Patrika Journal,Bengali,Digest,2015
T00890,India Patrika Live,Gujarati,Magazine,2017
T00891,India Patrika Monthly,Bengali,Bulletin,2022
T00892,India Patrika Report,Bengali,Magazine,2003
T00893,India Patrika Today,Punjabi,Digest,2018
T00894,India Patrika Update,Gujarati,Magazine,2001
T00895,India Patrika Weekly,Urdu,Bulletin,2007
T00896,India Post,Urdu,Magazine,2001
T00897,India Post Bulletin,Hindi,Journal,2010
T00898,India Post Daily,Kannada,Newspaper,2021
T00899,India Post Journal,Marathi,Newspaper,2017
T00900,India Post Live,Marathi,Journal,2020
T00901,India Post Monthly,Kannada,Journal,2020
T00902,India Post Report,Gujarati,Periodical,2010
T00903,India Post Today,Bengali,Digest,2001
T00904,India Post Update,Hindi,Digest,2018
T00905,India Post Weekly,Gujarati,Bulletin,2023
T00906,India Prabhat,English,Magazine,2013
T00907,India Prabhat Bulletin,Marathi,Newspaper,2012
T00908,India Prabhat Daily,Kannada,Magazine,2023
T00909,India Prabhat Journal,Bengali,Newspaper,2000
T00910,India Prabhat Live,Bengali,Bulletin,2019
T00911,India Prabhat Monthly,Hindi,Periodical,2009
T00912,India Prabhat Report,Kannada,Digest,2017
T00913,India Prabhat Today,Malayalam,Journal,2004
T00914,India Prabhat Update,Malayalam,Journal,2008
T00915,India Prabhat Weekly,Gujarati,Newspaper,2010
T00916,India Prakash,Marathi,Digest,2014
T00917,India Prakash Bulletin,Urdu,Periodical,2022
T00918,India Prakash Daily,Marathi,Newspaper,2023
T00919,India Prakash Journal,Tamil,Periodical,2018
T00920,India Prakash Live,Urdu,Magazine,2005
T00921,India Prakash Monthly,Punjabi,Digest,2012
T00922,India Prakash Report,Telugu,Bulletin,2010
T00923,India Prakash Today,Hindi,Journal,2021
T00924,India Prakash Update,Hindi,Magazine,2004
T00925,India Prakash Weekly,Kannada,Periodical,2007
T00926,India Pratidin Sandhya,English,Periodical,2012
T00927,India Pratidin Sandhya Bulletin,Gujarati,Journal,2024
T00928,India Pratidin Sandhya Daily,Bengali,Periodical,2009
T00929,India Pratidin Sandhya Journal,Punjabi,Digest,2018
T00930,India Pratidin Sandhya Live,English,Periodical,2020
T00931,India Pratidin Sandhya Monthly,Tamil,Digest,2007
T00932,India Pratidin Sandhya Report,English,Digest,2003
T00933,India Pratidin Sandhya Today,Kannada,Periodical,2005
T00934,India Pratidin Sandhya Update,Telugu,Digest,2016
T00935,India Pratidin Sandhya Weekly,Bengali,Digest,2003
T00936,India Samachar,Urdu,Periodical,2011
T00937,India Samachar Bulletin,Punjabi,Magazine,2007
T00938,India Samachar Daily,Marathi,Journal,2004
T00939,India Samachar Journal,Kannada,Digest,2019
T00940,India Samachar Live,Tamil,Journal,2022
T00941,India Samachar Monthly,Malayalam,Journal,2024
T00942,India Samachar Report,Malayalam,Digest,2006
T00943,India Samachar Today,Gujarati,Digest,2024
T00944,India Samachar Update,Punjabi,Newspaper,2016
T00945,India Samachar Weekly,Kannada,Bulletin,2022
T00946,India Sandesh,Tamil,Newspaper,2018
T00947,India Sandesh Bulletin,Hindi,Newspaper,2017
T00948,India Sandesh Daily,Malayalam,Magazine,2018
T00949,India Sandesh Journal,Malayalam,Magazine,2005
T00950,India Sandesh Live,Tamil,Bulletin,2014
T00951,India Sandesh Monthly,Hindi,Digest,2006
T00952,India Sandesh Report,Punjabi,Journal,2002
T00953,India Sandesh Today,Malayalam,Journal,2001
T00954,India Sandesh Update,Kannada,Magazine,2016
T00955,India Sandesh Weekly,Telugu,Journal,2018
T00956,India Sandhya,English,Bulletin,2014
T00957,India Sandhya Bulletin,Urdu,Periodical,2023
T00958,India Sandhya Daily,English,Journal,2008
T00959,India Sandhya Journal,English,Digest,2006
T00960,India Sandhya Live,Punjabi,Newspaper,2001
T00961,India Sandhya Monthly,Telugu,Periodical,2022
T00962,India Sandhya Report,Hindi,Bulletin,2001
T00963,India Sandhya Today,Hindi,Journal,2001
T00964,India Sandhya Update,Bengali,Journal,2005
T00965,India Sandhya Weekly,Marathi,Digest,2023
T00966,India The Hindu,Urdu,Journal,2011
T00967,India The Hindu Bulletin,Telugu,Journal,2012
T00968,India The Hindu Daily,Telugu,Newspaper,2021
T00969,India The Hindu Journal,Urdu,Bulletin,2004
T00970,India The Hindu Live,Urdu,Periodical,2003
T00971,India The Hindu Monthly,Marathi,Bulletin,2012
T00972,India The Hindu Report,Malayalam,Magazine,2023
T00973,India The Hindu Today,Gujarati,Newspaper,2024
T00974,India The Hindu Update,English,Periodical,2014
T00975,India The Hindu Weekly,Urdu,Digest,2017
T00976,India Times,Telugu,Bulletin,2012
T00977,India Times Bulletin,Gujarati,Magazine,2014
T00978,India Times Daily,Tamil,Magazine,2008
T00979,India Times Journal,Gujarati,Digest,2024
T00980,India Times Live,Hindi,Newspaper,2021
T00981,India Times Monthly,Telugu,Bulletin,2024
T00982,India Times Report,English,Magazine,2006
T00983,India Times Today,Hindi,Newspaper,2019
T00984,India Times Update,English,Journal,2019
T00985,India Times Weekly,Urdu,Digest,2001
T00986,India Tribune,Gujarati,Digest,2001
T00987,India Tribune Bulletin,Telugu,Journal,2007
T00988,India Tribune Daily,Malayalam,Magazine,2024
T00989,India Tribune Journal,English,Magazine,2016
T00990,India Tribune Live,Bengali,Magazine,2023
T00991,India Tribune Monthly,Punjabi,Periodical,2018
T00992,India Tribune Report,Punjabi,Digest,2010
T00993,India Tribune Today,Gujarati,Periodical,2004
T00994,India Tribune Update,Urdu,Bulletin,2007
T00995,India Tribune Weekly,Telugu,Periodical,2008
T00996,India Vartha,English,Bulletin,2018
T00997,India Vartha Bulletin,Marathi,Digest,2021
T00998,India Vartha Daily,Telugu,Bulletin,2015
T00999,India Vartha Journal,English,Periodical,2020
T01000,India Vartha Live,Urdu,Journal,2016
T01001,India Vartha Monthly,Tamil,Digest,2013
T01002,India Vartha Report,Telugu,Magazine,2009
T01003,India Vartha Today,Telugu,Magazine,2024
T01004,India Vartha Update,Malayalam,Journal,2007
T01005,India Vartha Weekly,Gujarati,Periodical,2022
T01006,India Vichar,Marathi,Journal,2001
T01007,India Vichar Bulletin,Malayalam,Journal,2013
T01008,India Vichar Daily,Malayalam,Bulletin,2004
T01009,India Vichar Journal,Telugu,Magazine,2008
